survey_id,program_id,has_access
36782,P03,No
36783,P01,No
36783,P02,No
36783,P03,No
36784,P01,Yes
36784,P02,No
36784,P03,No
36785,P01,No
36785,P02,No
36785,P03,No
36786,P01,No
36786,P02,Yes
36786,P03,No
36787,P01,Yes
36787,P02,No
36787,P03,Yes
36788,P01,No
36788,P02,Yes
36788,P03,Yes
36789,P01,No
36789,P02,No
36789,P03,Yes
36790,P01,No
36790,P02,Yes
36790,P03,No
36791,P01,No
36791,P02,No
36791,P03,No
36792,P01,No
36792,P02,Yes
36792,P03,Yes
36793,P01,No
36793,P02,No
36793,P03,Yes
36794,P01,No
36794,P02,No
36794,P03,No
36795,P01,No
36795,P02,Yes
36795,P03,No
36796,P01,No
36796,P02,No
36796,P03,No
36797,P01,No
36797,P02,No
36797,P03,No
36798,P01,Yes
36798,P02,No
36798,P03,No
36799,P01,No
36799,P02,No
36799,P03,No
36800,P01,Yes
36800,P02,Yes
36800,P03,No
36801,P01,Yes
36801,P02,No
36801,P03,No
36802,P01,No
36802,P02,Yes
36802,P03,No
36803,P01,No
36803,P02,No
36803,P03,Yes
36804,P01,No
36804,P02,No
36804,P03,No
36805,P01,Yes
36805,P02,No
36805,P03,No
36806,P01,No
36806,P02,No
36806,P03,Yes
36807,P01,Yes
36807,P02,Yes
36807,P03,Yes
36808,P01,No
36808,P02,No
36808,P03,No
36809,P01,Yes
36809,P02,No
36809,P03,No
36810,P01,No
36810,P02,No
36810,P03,No
36811,P01,No
36811,P02,No
36811,P03,No
36812,P01,No
36812,P02,No
36812,P03,No
36813,P01,No
36813,P02,No
36813,P03,No
36814,P01,Yes
36814,P02,Yes
36814,P03,Yes
36815,P01,Yes
36815,P02,No
36815,P03,No
36816,P01,No
36816,P02,No
36816,P03,No
36817,P01,No
36817,P02,No
36817,P03,Yes
36818,P01,No
36818,P02,No
36818,P03,No
36819,P01,Yes
36819,P02,No
36819,P03,No
36820,P01,No
36820,P02,No
36820,P03,No
36821,P01,No
36821,P02,No
36821,P03,No
36822,P01,Yes
36822,P02,Yes
36822,P03,No
36823,P01,No
36823,P02,No
36823,P03,No
36824,P01,Yes
36824,P02,No
36824,P03,Yes
36825,P01,No
36825,P02,Yes
36825,P03,No
36826,P01,No
36826,P02,No
36826,P03,No
36827,P01,No
36827,P02,Yes
36827,P03,Yes
36828,P01,No
36828,P02,Yes
36828,P03,No
36829,P01,No
36829,P02,No
36829,P03,Yes
36830,P01,No
36830,P02,Yes
36830,P03,No
36831,P01,Yes
36831,P02,No
36831,P03,No
36832,P01,No
36832,P02,No
36832,P03,No
36833,P01,No
36833,P02,Yes
36833,P03,No
36834,P01,No
36834,P02,No
36834,P03,No
36835,P01,No
36835,P02,Yes
36835,P03,No
36836,P01,No
36836,P02,No
36836,P03,No
36837,P01,Yes
36837,P02,Yes
36837,P03,No
36838,P01,Yes
36838,P02,No
36838,P03,No
36839,P01,No
36839,P02,Yes
36839,P03,No
36840,P01,No
36840,P02,No
36840,P03,No
36841,P01,No
36841,P02,No
36841,P03,No
36842,P01,No
36842,P02,No
36842,P03,No
36843,P01,Yes
36843,P02,Yes
36843,P03,No
36844,P01,Yes
36844,P02,No
36844,P03,Yes
36845,P01,No
36845,P02,Yes
36845,P03,No
36846,P01,No
36846,P02,No
36846,P03,No
36847,P01,No
36847,P02,No
36847,P03,No
36848,P01,No
36848,P02,Yes
36848,P03,No
36849,P01,No
36849,P02,No
36849,P03,No
36850,P01,No
36850,P02,No
36850,P03,Yes
36851,P01,No
36851,P02,Yes
36851,P03,No
36852,P01,No
36852,P02,Yes
36852,P03,No
36853,P01,Yes
36853,P02,Yes
36853,P03,No
36854,P01,Yes
36854,P02,No
36854,P03,No
36855,P01,No
36855,P02,Yes
36855,P03,No
36856,P01,No
36856,P02,Yes
36856,P03,No
36857,P01,No
36857,P02,Yes
36857,P03,No
36858,P01,No
36858,P02,No
36858,P03,No
36859,P01,No
36859,P02,No
36859,P03,No
36860,P01,No
36860,P02,Yes
36860,P03,No
36861,P01,Yes
36861,P02,Yes
36861,P03,No
36862,P01,No
36862,P02,No
36862,P03,Yes
36863,P01,Yes
36863,P02,No
36863,P03,No
36864,P01,Yes
36864,P02,No
36864,P03,Yes
36865,P01,No
36865,P02,No
36865,P03,No
36866,P01,Yes
36866,P02,No
36866,P03,No
36867,P01,Yes
36867,P02,Yes
36867,P03,No
36868,P01,No
36868,P02,No
36868,P03,No
36869,P01,No
36869,P02,No
36869,P03,Yes
36870,P01,No
36870,P02,No
36870,P03,No
36871,P01,No
36871,P02,No
36871,P03,No
36872,P01,No
36872,P02,No
36872,P03,No
36873,P01,Yes
36873,P02,No
36873,P03,Yes
36874,P01,No
36874,P02,No
36874,P03,No
36875,P01,Yes
36875,P02,No
36875,P03,Yes
36876,P01,No
36876,P02,Yes
36876,P03,No
36877,P01,No
36877,P02,No
36877,P03,No
36878,P01,No
36878,P02,No
36878,P03,Yes
36879,P01,No
36879,P02,Yes
36879,P03,No
36880,P01,No
36880,P02,No
36880,P03,No
36881,P01,No
36881,P02,No
36881,P03,No
36882,P01,No
36882,P02,No
36882,P03,Yes
36883,P01,No
36883,P02,Yes
36883,P03,No
36884,P01,No
36884,P02,No
36884,P03,No
36885,P01,No
36885,P02,Yes
36885,P03,No
36886,P01,Yes
36886,P02,No
36886,P03,No
36887,P01,No
36887,P02,Yes
36887,P03,Yes
36888,P01,Yes
36888,P02,No
36888,P03,No
36889,P01,No
36889,P02,Yes
36889,P03,No
36890,P01,No
36890,P02,No
36890,P03,No
36891,P01,No
36891,P02,No
36891,P03,No
36892,P01,No
36892,P02,Yes
36892,P03,No
36893,P01,No
36893,P02,No
36893,P03,No
36894,P01,No
36894,P02,No
36894,P03,No
36895,P01,No
36895,P02,No
36895,P03,Yes
36896,P01,Yes
36896,P02,Yes
36896,P03,No
36897,P01,No
36897,P02,No
36897,P03,Yes
36898,P01,Yes
36898,P02,Yes
36898,P03,No
36899,P01,Yes
36899,P02,No
36899,P03,No
36900,P01,No
36900,P02,No
36900,P03,Yes
36901,P01,No
36901,P02,No
36901,P03,No
36902,P01,No
36902,P02,No
36902,P03,No
36903,P01,No
36903,P02,No
36903,P03,No
36904,P01,Yes
36904,P02,No
36904,P03,No
36905,P01,No
36905,P02,Yes
36905,P03,No
36906,P01,Yes
36906,P02,No
36906,P03,No
36907,P01,No
36907,P02,Yes
36907,P03,No
36908,P01,No
36908,P02,Yes
36908,P03,No
36909,P01,No
36909,P02,No
36909,P03,No
36910,P01,No
36910,P02,No
36910,P03,No
36911,P01,No
36911,P02,No
36911,P03,Yes
36912,P01,Yes
36912,P02,No
36912,P03,No
36913,P01,No
36913,P02,No
36913,P03,No
36914,P01,No
36914,P02,No
36914,P03,Yes
36915,P01,No
36915,P02,No
36915,P03,No
36916,P01,Yes
36916,P02,Yes
36916,P03,Yes
36917,P01,No
36917,P02,Yes
36917,P03,No
36918,P01,No
36918,P02,Yes
36918,P03,No
36919,P01,No
36919,P02,No
36919,P03,Yes
36920,P01,No
36920,P02,No
36920,P03,No
36921,P01,Yes
36921,P02,Yes
36921,P03,No
36922,P01,Yes
36922,P02,No
36922,P03,No
36923,P01,No
36923,P02,No
36923,P03,No
36924,P01,No
36924,P02,No
36924,P03,No
36925,P01,Yes
36925,P02,No
36925,P03,No
36926,P01,No
36926,P02,Yes
36926,P03,Yes
36927,P01,No
36927,P02,No
36927,P03,No
36928,P01,No
36928,P02,No
36928,P03,No
36929,P01,No
36929,P02,No
36929,P03,No
36930,P01,Yes
36930,P02,No
36930,P03,No
36931,P01,No
36931,P02,No
36931,P03,Yes
36932,P01,Yes
36932,P02,No
36932,P03,No
36933,P01,No
36933,P02,No
36933,P03,No
36934,P01,No
36934,P02,No
36934,P03,No
36935,P01,No
36935,P02,Yes
36935,P03,No
36936,P01,No
36936,P02,No
36936,P03,No
36937,P01,No
36937,P02,No
36937,P03,No
36938,P01,No
36938,P02,No
36938,P03,No
36939,P01,Yes
36939,P02,Yes
36939,P03,No
36940,P01,No
36940,P02,No
36940,P03,No
36941,P01,No
36941,P02,No
36941,P03,Yes
36942,P01,No
36942,P02,No
36942,P03,Yes
36943,P01,No
36943,P02,No
36943,P03,No
36944,P01,No
36944,P02,No
36944,P03,No
36945,P01,No
36945,P02,No
36945,P03,No
36946,P01,No
36946,P02,No
36946,P03,No
36947,P01,No
36947,P02,Yes
36947,P03,No
36948,P01,No
36948,P02,No
36948,P03,No
36949,P01,Yes
36949,P02,Yes
36949,P03,No
36950,P01,No
36950,P02,No
36950,P03,No
36951,P01,Yes
36951,P02,No
36951,P03,Yes
36952,P01,No
36952,P02,No
36952,P03,No
36953,P01,No
36953,P02,Yes
36953,P03,Yes
36954,P01,No
36954,P02,Yes
36954,P03,Yes
36955,P01,No
36955,P02,No
36955,P03,No
36956,P01,No
36956,P02,No
36956,P03,No
36957,P01,No
36957,P02,No
36957,P03,No
36958,P01,Yes
36958,P02,Yes
36958,P03,No
36959,P01,No
36959,P02,No
36959,P03,No
36960,P01,No
36960,P02,Yes
36960,P03,No
36961,P01,Yes
36961,P02,No
36961,P03,Yes
36962,P01,No
36962,P02,Yes
36962,P03,No
36963,P01,No
36963,P02,No
36963,P03,No
36964,P01,No
36964,P02,No
36964,P03,No
36965,P01,No
36965,P02,No
36965,P03,Yes
36966,P01,Yes
36966,P02,Yes
36966,P03,No
36967,P01,No
36967,P02,No
36967,P03,Yes
36968,P01,No
36968,P02,No
36968,P03,Yes
36969,P01,No
36969,P02,No
36969,P03,No
36970,P01,Yes
36970,P02,No
36970,P03,No
36971,P01,No
36971,P02,No
36971,P03,No
36972,P01,No
36972,P02,No
36972,P03,No
36973,P01,No
36973,P02,No
36973,P03,Yes
36974,P01,No
36974,P02,No
36974,P03,No
36975,P01,Yes
36975,P02,Yes
36975,P03,No
36976,P01,No
36976,P02,No
36976,P03,No
36977,P01,Yes
36977,P02,Yes
36977,P03,No
36978,P01,No
36978,P02,No
36978,P03,Yes
36979,P01,No
36979,P02,Yes
36979,P03,No
36980,P01,No
36980,P02,No
36980,P03,Yes
36981,P01,Yes
36981,P02,No
36981,P03,No
36982,P01,No
36982,P02,No
36982,P03,No
36983,P01,Yes
36983,P02,No
36983,P03,Yes
36984,P01,Yes
36984,P02,Yes
36984,P03,No
36985,P01,Yes
36985,P02,No
36985,P03,No
36986,P01,No
36986,P02,No
36986,P03,No
36987,P01,Yes
36987,P02,No
36987,P03,No
36988,P01,No
36988,P02,No
36988,P03,No
36989,P01,Yes
36989,P02,No
36989,P03,No
36990,P01,No
36990,P02,No
36990,P03,No
36991,P01,No
36991,P02,Yes
36991,P03,No
36992,P01,Yes
36992,P02,No
36992,P03,No
36993,P01,Yes
36993,P02,Yes
36993,P03,No
36994,P01,No
36994,P02,No
36994,P03,Yes
36995,P01,No
36995,P02,No
36995,P03,Yes
36996,P01,Yes
36996,P02,No
36996,P03,No
36997,P01,No
36997,P02,Yes
36997,P03,Yes
36998,P01,No
36998,P02,Yes
36998,P03,Yes
36999,P01,No
36999,P02,No
36999,P03,No
37000,P01,No
37000,P02,No
37000,P03,No
37001,P01,Yes
37001,P02,No
37001,P03,No
37002,P01,No
37002,P02,No
37002,P03,Yes
37003,P01,No
37003,P02,Yes
37003,P03,No
37004,P01,Yes
37004,P02,Yes
37004,P03,Yes
37005,P01,No
37005,P02,No
37005,P03,Yes
37006,P01,No
37006,P02,Yes
37006,P03,No
37007,P01,Yes
37007,P02,No
37007,P03,Yes
37008,P01,Yes
37008,P02,No
37008,P03,Yes
37009,P01,Yes
37009,P02,Yes
37009,P03,No
37010,P01,Yes
37010,P02,Yes
37010,P03,No
37011,P01,No
37011,P02,No
37011,P03,No
37012,P01,Yes
37012,P02,No
37012,P03,Yes
37013,P01,Yes
37013,P02,No
37013,P03,Yes
37014,P01,No
37014,P02,Yes
37014,P03,No
37015,P01,Yes
37015,P02,Yes
37015,P03,No
37016,P01,No
37016,P02,Yes
37016,P03,No
37017,P01,Yes
37017,P02,Yes
37017,P03,No
37018,P01,No
37018,P02,No
37018,P03,No
37019,P01,No
37019,P02,No
37019,P03,No
37020,P01,Yes
37020,P02,No
37020,P03,No
37021,P01,No
37021,P02,No
37021,P03,No
37022,P01,Yes
37022,P02,Yes
37022,P03,No
37023,P01,Yes
37023,P02,No
37023,P03,Yes
37024,P01,No
37024,P02,No
37024,P03,Yes
37025,P01,Yes
37025,P02,No
37025,P03,No
37026,P01,No
37026,P02,Yes
37026,P03,No
37027,P01,No
37027,P02,No
37027,P03,No
37028,P01,No
37028,P02,No
37028,P03,No
37029,P01,Yes
37029,P02,Yes
37029,P03,No
37030,P01,No
37030,P02,No
37030,P03,Yes
37031,P01,No
37031,P02,No
37031,P03,No
37032,P01,Yes
37032,P02,Yes
37032,P03,No
37033,P01,No
37033,P02,No
37033,P03,Yes
37034,P01,No
37034,P02,No
37034,P03,Yes
37035,P01,No
37035,P02,No
37035,P03,No
37036,P01,Yes
37036,P02,No
37036,P03,Yes
37037,P01,No
37037,P02,No
37037,P03,Yes
37038,P01,No
37038,P02,No
37038,P03,No
37039,P01,Yes
37039,P02,Yes
37039,P03,No
37040,P01,No
37040,P02,No
37040,P03,Yes
37041,P01,No
37041,P02,No
37041,P03,Yes
37042,P01,Yes
37042,P02,No
37042,P03,No
37043,P01,Yes
37043,P02,Yes
37043,P03,No
37044,P01,Yes
37044,P02,No
37044,P03,No
37045,P01,No
37045,P02,No
37045,P03,No
37046,P01,No
37046,P02,No
37046,P03,No
37047,P01,Yes
37047,P02,No
37047,P03,No
37048,P01,No
37048,P02,No
37048,P03,No
37049,P01,Yes
37049,P02,Yes
37049,P03,No
37050,P01,No
37050,P02,No
37050,P03,No
37051,P01,No
37051,P02,No
37051,P03,Yes
37052,P01,No
37052,P02,No
37052,P03,No
37053,P01,No
37053,P02,No
37053,P03,Yes
37054,P01,Yes
37054,P02,No
37054,P03,No
37055,P01,Yes
37055,P02,No
37055,P03,No
37056,P01,Yes
37056,P02,No
37056,P03,No
37057,P01,Yes
37057,P02,Yes
37057,P03,No
37058,P01,No
37058,P02,No
37058,P03,Yes
37059,P01,No
37059,P02,No
37059,P03,No
37060,P01,No
37060,P02,No
37060,P03,Yes
37061,P01,No
37061,P02,No
37061,P03,No
37062,P01,No
37062,P02,No
37062,P03,Yes
37063,P01,Yes
37063,P02,No
37063,P03,No
37064,P01,No
37064,P02,No
37064,P03,Yes
37065,P01,Yes
37065,P02,No
37065,P03,No
37066,P01,No
37066,P02,No
37066,P03,No
37067,P01,No
37067,P02,No
37067,P03,No
37068,P01,Yes
37068,P02,No
37068,P03,No
37069,P01,No
37069,P02,Yes
37069,P03,No
37070,P01,Yes
37070,P02,No
37070,P03,No
37071,P01,No
37071,P02,Yes
37071,P03,No
37072,P01,No
37072,P02,Yes
37072,P03,No
37073,P01,No
37073,P02,Yes
37073,P03,No
37074,P01,No
37074,P02,No
37074,P03,Yes
37075,P01,Yes
37075,P02,Yes
37075,P03,No
37076,P01,Yes
37076,P02,No
37076,P03,No
37077,P01,Yes
37077,P02,No
37077,P03,No
37078,P01,No
37078,P02,No
37078,P03,No
37079,P01,No
37079,P02,No
37079,P03,No
37080,P01,Yes
37080,P02,No
37080,P03,No
37081,P01,No
37081,P02,Yes
37081,P03,Yes
37082,P01,No
37082,P02,No
37082,P03,Yes
37083,P01,No
37083,P02,No
37083,P03,No
37084,P01,Yes
37084,P02,Yes
37084,P03,No
37085,P01,Yes
37085,P02,No
37085,P03,Yes
37086,P01,Yes
37086,P02,No
37086,P03,Yes
37087,P01,No
37087,P02,No
37087,P03,No
37088,P01,No
37088,P02,No
37088,P03,No
37089,P01,No
37089,P02,Yes
37089,P03,No
37090,P01,Yes
37090,P02,No
37090,P03,No
37091,P01,No
37091,P02,Yes
37091,P03,Yes
37092,P01,Yes
37092,P02,No
37092,P03,No
37093,P01,Yes
37093,P02,Yes
37093,P03,No
37094,P01,Yes
37094,P02,No
37094,P03,No
37095,P01,No
37095,P02,No
37095,P03,No
37096,P01,No
37096,P02,No
37096,P03,No
37097,P01,No
37097,P02,No
37097,P03,Yes
37098,P01,No
37098,P02,No
37098,P03,No
37099,P01,No
37099,P02,No
37099,P03,No
37100,P01,Yes
37100,P02,No
37100,P03,No
37101,P01,No
37101,P02,Yes
37101,P03,Yes
37102,P01,Yes
37102,P02,Yes
37102,P03,No
37103,P01,No
37103,P02,No
37103,P03,No
37104,P01,No
37104,P02,No
37104,P03,No
37105,P01,No
37105,P02,No
37105,P03,No
37106,P01,No
37106,P02,No
37106,P03,No
37107,P01,No
37107,P02,No
37107,P03,Yes
37108,P01,No
37108,P02,Yes
37108,P03,No
37109,P01,No
37109,P02,Yes
37109,P03,No
37110,P01,No
37110,P02,No
37110,P03,No
37111,P01,No
37111,P02,No
37111,P03,No
37112,P01,No
37112,P02,No
37112,P03,No
37113,P01,No
37113,P02,No
37113,P03,Yes
37114,P01,Yes
37114,P02,No
37114,P03,No
37115,P01,Yes
37115,P02,No
37115,P03,Yes
37116,P01,No
37116,P02,No
37116,P03,No
37117,P01,No
37117,P02,No
37117,P03,No
37118,P01,No
37118,P02,No
37118,P03,No
37119,P01,No
37119,P02,Yes
37119,P03,No
37120,P01,Yes
37120,P02,No
37120,P03,No
37121,P01,No
37121,P02,No
37121,P03,No
37122,P01,No
37122,P02,No
37122,P03,Yes
37123,P01,No
37123,P02,No
37123,P03,Yes
37124,P01,Yes
37124,P02,Yes
37124,P03,No
37125,P01,No
37125,P02,No
37125,P03,No
37126,P01,No
37126,P02,Yes
37126,P03,No
37127,P01,Yes
37127,P02,No
37127,P03,No
37128,P01,No
37128,P02,No
37128,P03,No
37129,P01,Yes
37129,P02,Yes
37129,P03,No
37130,P01,No
37130,P02,No
37130,P03,No
37131,P01,Yes
37131,P02,Yes
37131,P03,No
37132,P01,No
37132,P02,Yes
37132,P03,No
37133,P01,No
37133,P02,No
37133,P03,No
37134,P01,No
37134,P02,Yes
37134,P03,No
37135,P01,No
37135,P02,No
37135,P03,Yes
37136,P01,No
37136,P02,Yes
37136,P03,No
37137,P01,Yes
37137,P02,No
37137,P03,No
37138,P01,No
37138,P02,No
37138,P03,No
37139,P01,No
37139,P02,No
37139,P03,No
37140,P01,No
37140,P02,No
37140,P03,Yes
37141,P01,No
37141,P02,Yes
37141,P03,Yes
37142,P01,No
37142,P02,No
37142,P03,No
37143,P01,Yes
37143,P02,No
37143,P03,Yes
37144,P01,Yes
37144,P02,Yes
37144,P03,No
37145,P01,No
37145,P02,No
37145,P03,No
37146,P01,Yes
37146,P02,Yes
37146,P03,No
37147,P01,No
37147,P02,Yes
37147,P03,Yes
37148,P01,Yes
37148,P02,Yes
37148,P03,Yes
37149,P01,No
37149,P02,Yes
37149,P03,No
37150,P01,Yes
37150,P02,No
37150,P03,Yes
37151,P01,No
37151,P02,No
37151,P03,No
37152,P01,Yes
37152,P02,No
37152,P03,Yes
37153,P01,No
37153,P02,Yes
37153,P03,Yes
37154,P01,No
37154,P02,No
37154,P03,Yes
37155,P01,Yes
37155,P02,Yes
37155,P03,No
37156,P01,No
37156,P02,No
37156,P03,No
37157,P01,No
37157,P02,Yes
37157,P03,No
37158,P01,No
37158,P02,No
37158,P03,No
37159,P01,No
37159,P02,No
37159,P03,No
37160,P01,No
37160,P02,Yes
37160,P03,No
37161,P01,No
37161,P02,No
37161,P03,No
37162,P01,No
37162,P02,No
37162,P03,No
37163,P01,No
37163,P02,No
37163,P03,No
37164,P01,Yes
37164,P02,No
37164,P03,No
37165,P01,No
37165,P02,No
37165,P03,No
37166,P01,No
37166,P02,Yes
37166,P03,No
37167,P01,Yes
37167,P02,No
37167,P03,No
37168,P01,Yes
37168,P02,Yes
37168,P03,No
37169,P01,No
37169,P02,No
37169,P03,Yes
37170,P01,Yes
37170,P02,No
37170,P03,No
37171,P01,No
37171,P02,No
37171,P03,Yes
37172,P01,No
37172,P02,No
37172,P03,No
37173,P01,No
37173,P02,No
37173,P03,No
37174,P01,No
37174,P02,No
37174,P03,No
37175,P01,No
37175,P02,No
37175,P03,Yes
37176,P01,No
37176,P02,No
37176,P03,No
37177,P01,No
37177,P02,No
37177,P03,Yes
37178,P01,No
37178,P02,Yes
37178,P03,No
37179,P01,No
37179,P02,No
37179,P03,Yes
37180,P01,No
37180,P02,Yes
37180,P03,No
37181,P01,No
37181,P02,No
37181,P03,No
37182,P01,No
37182,P02,No
37182,P03,No
37183,P01,No
37183,P02,No
37183,P03,No
37184,P01,Yes
37184,P02,No
37184,P03,No
37185,P01,No
37185,P02,Yes
37185,P03,No
37186,P01,No
37186,P02,Yes
37186,P03,Yes
37187,P01,No
37187,P02,Yes
37187,P03,Yes
37188,P01,No
37188,P02,No
37188,P03,Yes
37189,P01,No
37189,P02,No
37189,P03,No
37190,P01,No
37190,P02,No
37190,P03,No
37191,P01,No
37191,P02,No
37191,P03,Yes
37192,P01,No
37192,P02,Yes
37192,P03,No
37193,P01,No
37193,P02,No
37193,P03,No
37194,P01,Yes
37194,P02,No
37194,P03,No
37195,P01,No
37195,P02,No
37195,P03,Yes
37196,P01,No
37196,P02,Yes
37196,P03,No
37197,P01,No
37197,P02,No
37197,P03,Yes
37198,P01,Yes
37198,P02,Yes
37198,P03,No
37199,P01,No
37199,P02,No
37199,P03,No
37200,P01,No
37200,P02,No
37200,P03,No
37201,P01,Yes
37201,P02,No
37201,P03,No
37202,P01,No
37202,P02,No
37202,P03,No
37203,P01,No
37203,P02,Yes
37203,P03,Yes
37204,P01,Yes
37204,P02,Yes
37204,P03,No
37205,P01,Yes
37205,P02,No
37205,P03,No
37206,P01,No
37206,P02,No
37206,P03,No
37207,P01,No
37207,P02,No
37207,P03,No
37208,P01,No
37208,P02,No
37208,P03,No
37209,P01,Yes
37209,P02,No
37209,P03,No
37210,P01,No
37210,P02,No
37210,P03,No
37211,P01,Yes
37211,P02,No
37211,P03,No
37212,P01,No
37212,P02,No
37212,P03,No
37213,P01,Yes
37213,P02,No
37213,P03,No
37214,P01,No
37214,P02,Yes
37214,P03,No
37215,P01,Yes
37215,P02,No
37215,P03,No
37216,P01,Yes
37216,P02,Yes
37216,P03,Yes
37217,P01,Yes
37217,P02,No
37217,P03,No
37218,P01,No
37218,P02,No
37218,P03,No
37219,P01,Yes
37219,P02,No
37219,P03,No
37220,P01,Yes
37220,P02,No
37220,P03,No
37221,P01,No
37221,P02,Yes
37221,P03,No
37222,P01,Yes
37222,P02,No
37222,P03,No
37223,P01,No
37223,P02,Yes
37223,P03,No
37224,P01,Yes
37224,P02,No
37224,P03,No
37225,P01,No
37225,P02,Yes
37225,P03,Yes
37226,P01,Yes
37226,P02,Yes
37226,P03,No
37227,P01,No
37227,P02,No
37227,P03,No
37228,P01,No
37228,P02,No
37228,P03,Yes
37229,P01,Yes
37229,P02,Yes
37229,P03,No
37230,P01,No
37230,P02,No
37230,P03,Yes
37231,P01,No
37231,P02,Yes
37231,P03,No
37232,P01,No
37232,P02,No
37232,P03,No
37233,P01,No
37233,P02,Yes
37233,P03,No
37234,P01,No
37234,P02,No
37234,P03,No
37235,P01,No
37235,P02,No
37235,P03,Yes
37236,P01,No
37236,P02,No
37236,P03,No
37237,P01,Yes
37237,P02,No
37237,P03,No
37238,P01,No
37238,P02,No
37238,P03,No
37239,P01,No
37239,P02,No
37239,P03,No
37240,P01,No
37240,P02,No
37240,P03,No
37241,P01,No
37241,P02,No
37241,P03,Yes
37242,P01,Yes
37242,P02,No
37242,P03,No
37243,P01,No
37243,P02,Yes
37243,P03,No
37244,P01,Yes
37244,P02,Yes
37244,P03,Yes
37245,P01,No
37245,P02,Yes
37245,P03,No
37246,P01,No
37246,P02,Yes
37246,P03,Yes
37247,P01,No
37247,P02,Yes
37247,P03,No
37248,P01,No
37248,P02,No
37248,P03,Yes
37249,P01,No
37249,P02,No
37249,P03,No
37250,P01,No
37250,P02,No
37250,P03,No
37251,P01,No
37251,P02,No
37251,P03,No
37252,P01,No
37252,P02,Yes
37252,P03,Yes
37253,P01,No
37253,P02,No
37253,P03,No
37254,P01,No
37254,P02,No
37254,P03,Yes
37255,P01,No
37255,P02,No
37255,P03,Yes
37256,P01,Yes
37256,P02,No
37256,P03,No
37257,P01,Yes
37257,P02,No
37257,P03,No
37258,P01,No
37258,P02,No
37258,P03,Yes
37259,P01,No
37259,P02,No
37259,P03,No
37260,P01,No
37260,P02,No
37260,P03,Yes
37261,P01,No
37261,P02,No
37261,P03,No
37262,P01,Yes
37262,P02,No
37262,P03,No
37263,P01,Yes
37263,P02,No
37263,P03,No
37264,P01,No
37264,P02,Yes
37264,P03,No
37265,P01,No
37265,P02,No
37265,P03,No
37266,P01,Yes
37266,P02,No
37266,P03,No
37267,P01,No
37267,P02,No
37267,P03,No
37268,P01,No
37268,P02,Yes
37268,P03,No
37269,P01,No
37269,P02,No
37269,P03,No
37270,P01,Yes
37270,P02,No
37270,P03,Yes
37271,P01,No
37271,P02,No
37271,P03,No
37272,P01,Yes
37272,P02,No
37272,P03,No
37273,P01,No
37273,P02,Yes
37273,P03,Yes
37274,P01,Yes
37274,P02,No
37274,P03,Yes
37275,P01,Yes
37275,P02,No
37275,P03,No
37276,P01,No
37276,P02,No
37276,P03,No
37277,P01,No
37277,P02,No
37277,P03,Yes
37278,P01,No
37278,P02,No
37278,P03,No
37279,P01,No
37279,P02,No
37279,P03,Yes
37280,P01,No
37280,P02,No
37280,P03,No
37281,P01,No
37281,P02,No
37281,P03,Yes
37282,P01,Yes
37282,P02,No
37282,P03,No
37283,P01,No
37283,P02,No
37283,P03,Yes
37284,P01,No
37284,P02,No
37284,P03,No
37285,P01,No
37285,P02,No
37285,P03,No
37286,P01,No
37286,P02,Yes
37286,P03,No
37287,P01,No
37287,P02,Yes
37287,P03,Yes
37288,P01,Yes
37288,P02,No
37288,P03,No
37289,P01,Yes
37289,P02,No
37289,P03,Yes
37290,P01,Yes
37290,P02,No
37290,P03,Yes
37291,P01,No
37291,P02,No
37291,P03,No
37292,P01,Yes
37292,P02,No
37292,P03,No
37293,P01,No
37293,P02,No
37293,P03,No
37294,P01,No
37294,P02,No
37294,P03,No
37295,P01,No
37295,P02,Yes
37295,P03,No
37296,P01,Yes
37296,P02,No
37296,P03,Yes
37297,P01,No
37297,P02,Yes
37297,P03,No
37298,P01,Yes
37298,P02,No
37298,P03,No
37299,P01,Yes
37299,P02,No
37299,P03,No
37300,P01,No
37300,P02,No
37300,P03,No
37301,P01,No
37301,P02,No
37301,P03,No
37302,P01,No
37302,P02,No
37302,P03,No
37303,P01,No
37303,P02,No
37303,P03,No
37304,P01,No
37304,P02,Yes
37304,P03,No
37305,P01,No
37305,P02,No
37305,P03,No
37306,P01,No
37306,P02,No
37306,P03,No
37307,P01,Yes
37307,P02,Yes
37307,P03,No
37308,P01,No
37308,P02,No
37308,P03,No
37309,P01,No
37309,P02,Yes
37309,P03,No
37310,P01,No
37310,P02,No
37310,P03,No
37311,P01,No
37311,P02,Yes
37311,P03,No
37312,P01,Yes
37312,P02,No
37312,P03,Yes
37313,P01,Yes
37313,P02,Yes
37313,P03,Yes
37314,P01,Yes
37314,P02,No
37314,P03,No
37315,P01,No
37315,P02,No
37315,P03,No
37316,P01,Yes
37316,P02,No
37316,P03,No
37317,P01,No
37317,P02,No
37317,P03,No
37318,P01,Yes
37318,P02,No
37318,P03,Yes
37319,P01,Yes
37319,P02,Yes
37319,P03,No
37320,P01,No
37320,P02,No
37320,P03,No
37321,P01,No
37321,P02,Yes
37321,P03,No
37322,P01,Yes
37322,P02,No
37322,P03,No
37323,P01,No
37323,P02,Yes
37323,P03,No
37324,P01,Yes
37324,P02,No
37324,P03,No
37325,P01,No
37325,P02,Yes
37325,P03,No
37326,P01,Yes
37326,P02,Yes
