survey_id,platform_id,content_type_id,daily_screen_time_hours,notification_checks_per_day,night_checking_frequency_id,uses_social_media_before_bed,social_media_detox_habit,limited_screen_time_habit
33100,1,8,6.65,56,3,Yes,No,No
33101,2,1,5.91,65,3,Yes,No,No
33102,2,6,3.55,27,2,Yes,No,Yes
33103,2,4,5.86,49,1,No,No,Yes
33104,3,3,4.19,24,3,No,No,Yes
33105,1,1,5.35,37,1,No,No,Yes
33106,5,3,0.65,22,1,No,No,Yes
33107,1,8,3.89,34,1,Yes,No,No
33108,6,8,4.11,46,2,Yes,No,No
33109,6,1,5.22,49,1,Yes,Yes,No
33110,7,1,2.29,17,1,No,No,No
33111,2,5,5.53,41,1,Yes,No,No
33112,3,8,2.04,16,2,Yes,Yes,Yes
33113,2,1,6.21,56,1,Yes,Yes,No
33114,2,8,2.99,42,3,Yes,Yes,No
33115,1,5,2.71,19,2,No,No,Yes
33116,4,7,1.71,29,1,Yes,No,Yes
33117,3,2,2.05,17,1,No,No,No
33118,2,2,3.44,40,3,Yes,Yes,Yes
33119,3,1,3.77,41,1,No,No,No
33120,1,1,4.06,43,3,Yes,No,No
33121,2,4,1.83,32,1,Yes,No,No
33122,2,7,4.76,50,2,Yes,Yes,No
33123,4,1,4.34,48,1,Yes,No,No
33124,3,3,4.7,41,3,Yes,Yes,No
33125,1,1,4.01,31,1,No,No,No
33126,4,3,1.45,21,1,Yes,No,No
33127,1,5,7.52,51,2,No,No,No
33128,3,1,4.06,48,3,Yes,No,No
33129,5,6,1.6,8,1,No,Yes,No
33130,4,4,2.9,32,1,Yes,No,No
33131,1,7,6.12,56,2,No,No,Yes
33132,5,8,1.7,15,3,No,No,No
33133,3,2,5.2,43,2,No,Yes,Yes
33134,4,1,3.74,25,1,No,No,No
33135,4,3,4.07,48,2,Yes,Yes,Yes
33136,3,1,3.95,27,3,Yes,No,No
33137,5,1,4.36,45,2,Yes,No,No
33138,1,2,4.05,40,3,Yes,No,No
33139,2,1,5.58,53,1,No,No,No
33140,3,1,2.72,24,3,Yes,No,No
33141,1,6,2.42,31,1,Yes,No,Yes
33142,2,4,3.33,30,1,Yes,No,No
33143,4,7,2.03,26,1,No,No,Yes
33144,4,1,3.29,32,1,Yes,No,No
33145,3,2,5.23,50,1,No,No,Yes
33146,1,1,4.92,48,1,Yes,No,No
33147,5,3,2.91,30,1,Yes,No,Yes
33148,2,5,4.14,45,3,No,Yes,No
33149,3,1,4.79,38,3,No,No,Yes
33150,3,7,4.4,40,1,Yes,No,Yes
33151,2,8,4.26,42,2,No,No,Yes
33152,4,5,2.33,27,3,No,No,Yes
33153,3,4,3.18,43,1,Yes,Yes,No
33154,2,3,4.14,37,1,Yes,No,No
33155,4,7,1.39,18,1,No,Yes,No
33156,4,1,3.04,38,2,No,No,Yes
33157,3,4,4.75,55,3,Yes,No,No
33158,2,1,7.01,59,1,No,No,No
33159,2,8,4.46,43,1,Yes,No,No
33160,5,3,3.14,44,1,Yes,No,No
33161,6,1,3.15,37,1,Yes,No,Yes
33162,1,4,2.84,26,2,No,No,No
33163,7,1,3.57,49,1,No,No,Yes
33164,3,1,6.07,46,3,No,No,Yes
33165,2,4,6.66,46,1,No,No,No
33166,1,8,5.6,62,3,Yes,No,No
33167,4,8,1.59,31,2,No,No,No
33168,3,8,3.8,29,2,No,No,No
33169,4,6,2.35,22,3,Yes,No,Yes
33170,6,6,1.4,30,1,No,No,Yes
33171,3,8,4.07,45,3,Yes,No,No
33172,6,3,3.59,22,1,No,Yes,Yes
33173,4,1,0.4,28,3,No,Yes,Yes
33174,2,1,5.58,49,1,Yes,No,No
33175,2,7,2.55,33,2,No,Yes,No
33176,4,8,3.24,36,3,No,Yes,Yes
33177,2,5,7.44,50,3,Yes,No,No
33178,1,2,4.08,29,1,No,No,Yes
33179,1,4,2.86,23,1,No,Yes,Yes
33180,1,8,5.52,45,3,Yes,No,No
33181,6,1,3.02,52,2,No,Yes,Yes
33182,4,1,3.84,37,1,Yes,No,No
33183,1,3,3.32,41,1,No,No,No
33184,3,8,3.79,42,3,Yes,No,No
33185,3,4,2.26,20,1,No,No,No
33186,2,4,5.69,59,1,Yes,No,No
33187,6,2,2.96,23,1,Yes,No,Yes
33188,1,1,7.01,53,3,No,No,No
33189,3,5,4.5,38,1,Yes,No,No
33190,7,3,3.79,29,1,No,Yes,Yes
33191,1,4,3.18,30,1,Yes,Yes,Yes
33192,3,8,3.58,36,1,Yes,No,No
33193,1,3,5.13,38,2,Yes,No,No
33194,3,2,3.6,34,2,Yes,No,No
33195,2,1,7.77,64,2,Yes,No,Yes
33196,2,2,1.45,29,2,Yes,No,Yes
33197,4,2,2.66,11,1,Yes,No,Yes
33198,1,8,3.26,39,2,Yes,No,No
33199,3,4,3.6,47,3,Yes,No,No
33200,1,5,4.48,50,3,Yes,No,No
33201,1,4,1.26,25,1,No,No,Yes
33202,6,1,4.21,35,1,Yes,Yes,No
33203,2,3,5.72,53,3,Yes,No,No
33204,4,2,1.74,10,1,No,No,No
33205,5,2,3.06,51,1,No,Yes,Yes
33206,3,2,4.15,33,2,No,No,No
33207,2,5,7.52,54,2,Yes,Yes,No
33208,2,2,5.36,41,1,Yes,No,No
33209,1,7,6.14,48,1,Yes,Yes,Yes
33210,2,6,4.78,64,3,Yes,No,Yes
33211,3,8,3.95,38,2,Yes,No,No
33212,1,1,5.04,41,3,No,No,Yes
33213,5,2,3.19,49,1,No,Yes,Yes
33214,7,1,1.21,31,3,Yes,No,No
33215,7,8,4.69,36,1,No,Yes,No
33216,4,5,3.83,43,1,Yes,No,No
33217,2,8,4.91,36,2,Yes,No,No
33218,5,4,4.45,39,1,No,Yes,No
33219,4,1,3.95,42,3,No,No,Yes
33220,4,4,1.98,35,2,Yes,No,No
33221,1,1,4.61,39,3,Yes,No,Yes
33222,2,7,7.41,59,1,Yes,No,No
33223,1,5,4.52,46,1,No,No,No
33224,2,3,7.02,61,2,Yes,No,Yes
33225,2,1,5.58,44,3,No,No,No
33226,6,5,2.72,33,1,Yes,No,No
33227,3,1,3.24,13,1,Yes,Yes,No
33228,3,7,1.82,32,1,Yes,Yes,Yes
33229,2,3,5.12,46,1,Yes,No,No
33230,5,4,3.1,41,1,Yes,No,No
33231,4,8,4.45,42,2,Yes,No,No
33232,2,3,5.11,44,3,Yes,No,No
33233,2,3,7.07,56,1,No,No,No
33234,7,1,2.58,38,3,Yes,Yes,Yes
33235,7,5,5.01,37,2,Yes,No,No
33236,7,3,2.28,31,2,No,No,Yes
33237,2,3,4.15,34,1,Yes,No,Yes
33238,1,5,3.72,36,3,Yes,No,No
33239,5,6,0.67,31,3,No,Yes,No
33240,7,1,7.02,51,1,No,No,No
33241,3,6,4.27,48,3,Yes,No,Yes
33242,4,1,2.84,17,1,No,No,Yes
33243,1,2,5.29,35,2,Yes,No,No
33244,7,8,2.43,29,1,No,No,Yes
33245,3,1,5.06,50,2,No,No,No
33246,2,4,4.02,36,1,Yes,Yes,No
33247,1,5,4.1,44,3,No,No,Yes
33248,1,7,3.81,57,2,Yes,No,No
33249,3,6,4.59,32,1,No,Yes,No
33250,1,2,4.34,32,1,No,No,No
33251,2,4,5.12,52,2,No,No,Yes
33252,7,1,3.47,33,1,No,No,No
33253,2,7,4.65,42,1,Yes,No,No
33254,1,4,5.06,49,1,No,No,No
33255,5,2,1.56,34,1,Yes,No,No
33256,1,2,5.79,45,3,Yes,No,No
33257,6,2,2.64,28,1,Yes,No,Yes
33258,4,1,3.06,43,2,Yes,No,No
33259,4,2,0.78,31,2,No,Yes,No
33260,4,4,1.21,40,2,Yes,No,No
33261,6,5,1.72,29,3,Yes,Yes,Yes
33262,1,5,6.13,49,2,Yes,No,No
33263,2,6,4.15,39,2,Yes,No,Yes
33264,2,8,4.15,30,1,Yes,No,No
33265,7,5,0.83,18,1,No,No,Yes
33266,5,2,2.09,15,3,No,Yes,Yes
33267,7,8,2.41,43,1,No,Yes,No
33268,4,2,2.74,25,2,No,No,No
33269,6,4,2.98,36,1,No,No,No
33270,1,6,5.22,51,1,Yes,No,No
33271,3,2,2.45,35,1,Yes,Yes,Yes
33272,3,4,1.8,32,1,No,Yes,Yes
33273,5,5,1.37,34,2,No,No,Yes
33274,1,1,5.91,57,2,Yes,No,No
33275,2,4,5.77,61,2,Yes,No,No
33276,7,1,3.4,28,2,No,No,No
33277,1,2,5.36,46,1,No,No,No
33278,3,5,3.76,45,1,No,No,No
33279,1,5,4.1,35,3,Yes,No,No
33280,3,7,3.35,36,2,Yes,No,No
33281,1,5,4.98,51,3,Yes,Yes,No
33282,1,6,3.45,41,1,No,No,No
33283,3,8,4.58,42,2,Yes,No,No
33284,2,1,4.35,42,2,No,Yes,Yes
33285,3,5,4.25,34,1,No,No,No
33286,2,2,5.49,44,1,Yes,No,Yes
33287,5,2,2.32,40,2,No,No,Yes
33288,3,5,3.87,34,2,No,No,No
33289,1,5,7.19,51,3,Yes,Yes,No
33290,1,4,3.96,45,1,No,No,No
33291,2,1,3.5,27,1,No,No,No
33292,1,5,5.22,30,2,Yes,No,No
33293,7,2,3.23,54,1,No,Yes,No
33294,3,5,2.26,26,1,Yes,Yes,Yes
33295,1,5,3.23,24,1,Yes,No,No
33296,1,5,3.98,46,1,No,No,No
33297,1,4,3.28,38,2,No,No,No
33298,1,1,3.43,46,1,No,No,Yes
33299,2,2,6.99,59,2,Yes,No,Yes
33300,1,1,2.95,29,1,No,No,Yes
33301,2,6,8.03,58,1,Yes,Yes,No
33302,3,1,2.58,27,2,No,Yes,Yes
33303,4,3,1.53,21,2,No,No,No
33304,7,3,2.31,30,3,No,No,No
33305,2,1,3.11,39,1,No,No,No
33306,2,2,5.99,33,2,Yes,No,No
33307,2,1,7.09,53,1,No,No,Yes
33308,1,6,6.18,68,2,Yes,No,Yes
33309,3,5,3.57,37,1,No,No,No
33310,1,6,3.63,46,1,Yes,No,Yes
33311,3,8,3.65,33,2,Yes,Yes,No
33312,1,1,3.52,36,1,Yes,No,No
33313,1,5,6.48,49,1,Yes,No,No
33314,7,5,1.7,27,1,No,Yes,Yes
33315,3,5,4.69,46,2,No,No,No
33316,7,1,3.12,33,1,No,No,No
33317,3,1,2.58,38,3,Yes,No,No
33318,2,5,4.87,36,1,Yes,No,No
33319,1,8,2.65,37,1,No,No,No
33320,1,3,5.53,37,2,No,Yes,No
33321,7,1,1.08,25,3,Yes,No,No
33322,7,1,4.17,15,3,No,No,No
33323,4,5,4.07,47,1,No,No,Yes
33324,6,8,4.89,42,1,Yes,No,Yes
33325,2,3,6.44,60,3,No,No,No
33326,1,7,4.59,45,1,Yes,Yes,Yes
33327,7,3,2.77,31,1,Yes,No,Yes
33328,2,4,4.08,18,1,No,Yes,Yes
33329,2,7,7.51,56,1,Yes,No,No
33330,2,6,3.78,37,3,Yes,No,No
33331,7,4,4.85,42,3,Yes,No,No
33332,1,5,3.43,40,1,No,Yes,Yes
33333,2,1,6.14,53,1,Yes,No,No
33334,2,2,6.97,63,2,Yes,No,No
33335,3,1,6.24,56,2,Yes,No,No
33336,7,3,1.17,24,2,No,Yes,Yes
33337,2,8,4.2,33,1,Yes,No,No
33338,6,3,3.84,30,2,No,No,No
33339,5,2,3.43,47,1,No,No,No
33340,7,7,2.3,24,3,Yes,No,No
33341,3,7,2.67,33,1,No,No,No
33342,3,7,3.45,39,2,No,Yes,No
33343,4,2,1.72,29,1,Yes,No,Yes
33344,3,1,4.95,38,1,Yes,Yes,Yes
33345,7,8,0.69,33,1,Yes,Yes,Yes
33346,2,8,5.45,57,1,Yes,No,Yes
33347,4,5,4.09,31,1,Yes,No,No
33348,7,8,3.84,32,3,Yes,No,No
33349,6,5,3.32,39,1,No,Yes,Yes
33350,2,6,8.33,60,1,Yes,No,Yes
33351,1,2,5.45,38,1,Yes,Yes,Yes
33352,6,6,2.99,12,1,No,No,Yes
33353,1,2,5.0,45,2,No,No,Yes
33354,1,5,5.76,52,1,No,No,Yes
33355,1,6,2.18,27,1,No,No,Yes
33356,2,8,1.9,40,1,No,Yes,Yes
33357,4,2,0.51,28,3,No,No,Yes
33358,3,3,5.22,47,1,Yes,Yes,No
33359,1,6,3.72,41,2,Yes,No,No
33360,3,2,2.28,30,2,No,No,Yes
33361,4,2,3.4,26,1,Yes,No,No
33362,3,1,3.08,43,1,No,No,Yes
33363,6,3,2.04,36,1,No,Yes,Yes
33364,3,2,5.2,41,3,No,Yes,Yes
33365,3,4,2.12,25,1,Yes,No,No
33366,1,5,5.04,44,3,Yes,No,No
33367,6,5,1.59,29,2,Yes,No,Yes
33368,3,6,4.09,38,3,No,No,No
33369,3,1,5.03,49,2,Yes,No,No
33370,1,3,5.55,36,1,Yes,No,Yes
33371,1,5,4.19,32,2,No,No,Yes
33372,5,4,4.93,47,2,Yes,No,No
33373,3,1,2.81,38,2,No,Yes,No
33374,6,2,4.35,38,1,No,No,Yes
33375,1,2,3.69,28,2,No,No,No
33376,1,7,5.99,40,3,Yes,No,No
33377,2,1,4.98,30,2,Yes,No,No
33378,1,1,3.1,37,3,Yes,No,No
33379,2,1,5.81,51,1,No,Yes,No
33380,5,8,4.28,45,3,Yes,No,No
33381,6,6,1.31,18,1,Yes,No,Yes
33382,3,2,4.75,55,2,Yes,No,No
33383,6,2,2.13,26,1,No,No,No
33384,3,3,4.02,38,1,Yes,No,No
33385,2,8,1.87,12,1,Yes,No,Yes
33386,4,1,2.0,30,2,No,No,No
33387,7,2,0.4,20,1,No,No,No
33388,1,3,4.31,38,1,Yes,No,Yes
33389,3,5,3.26,36,1,Yes,No,Yes
33390,4,5,3.09,22,1,No,No,No
33391,6,4,2.73,36,2,Yes,No,Yes
33392,2,2,3.85,31,1,Yes,Yes,No
33393,6,4,3.14,44,1,Yes,No,Yes
33394,2,2,5.9,59,2,No,Yes,Yes
33395,1,1,5.51,40,2,No,No,Yes
33396,2,7,3.27,26,2,No,No,No
33397,4,6,4.05,31,2,Yes,No,No
33398,6,1,2.5,32,2,No,No,No
33399,3,7,4.12,34,1,No,No,Yes
33400,1,8,4.25,54,1,No,No,No
33401,1,3,4.77,54,2,No,Yes,Yes
33402,2,2,3.58,33,1,Yes,No,No
33403,2,1,5.24,34,1,No,No,No
33404,3,5,1.36,26,1,No,No,No
33405,1,1,4.71,30,1,Yes,Yes,Yes
33406,1,5,4.4,44,3,No,No,No
33407,7,6,1.6,19,3,No,No,No
33408,2,4,5.74,47,2,No,Yes,No
33409,5,3,3.71,32,1,No,No,Yes
33410,3,1,5.49,36,2,Yes,Yes,No
33411,1,1,3.66,29,1,Yes,No,Yes
33412,1,4,4.72,39,2,Yes,Yes,No
33413,6,2,3.91,28,2,Yes,No,Yes
33414,1,1,4.86,47,2,Yes,No,Yes
33415,1,5,3.08,37,1,No,Yes,No
33416,3,6,6.22,51,2,Yes,Yes,Yes
33417,3,4,3.7,45,2,No,Yes,No
33418,2,4,6.26,53,2,Yes,No,No
33419,3,5,3.15,31,1,Yes,No,No
33420,4,1,3.52,36,1,No,Yes,No
33421,6,6,2.74,35,2,No,No,No
33422,3,5,6.23,45,1,Yes,No,No
33423,5,4,4.99,35,3,No,No,No
33424,3,1,1.85,34,1,Yes,Yes,No
33425,3,3,4.15,49,1,No,Yes,No
33426,2,4,4.32,41,2,Yes,No,Yes
33427,3,1,4.23,42,1,No,Yes,Yes
33428,2,1,3.36,29,1,No,No,No
33429,2,5,5.3,43,2,No,No,Yes
33430,3,4,3.1,38,2,Yes,Yes,No
33431,5,1,4.49,35,3,No,No,Yes
33432,3,6,0.96,21,2,Yes,No,Yes
33433,1,2,4.04,31,3,No,No,Yes
33434,5,8,3.85,34,1,No,No,No
33435,4,1,2.84,31,1,Yes,No,No
33436,2,3,4.17,34,2,No,No,Yes
33437,7,3,5.1,28,3,Yes,No,No
33438,5,2,1.6,17,2,No,Yes,Yes
33439,4,5,2.88,28,2,No,Yes,Yes
33440,5,3,4.36,40,2,Yes,Yes,Yes
33441,2,6,4.43,34,1,Yes,No,No
33442,2,4,7.2,55,2,Yes,No,Yes
33443,1,2,4.94,34,1,Yes,No,No
33444,1,2,3.41,35,2,No,No,Yes
33445,2,4,4.5,50,2,No,No,No
33446,6,7,4.23,42,1,No,Yes,No
33447,1,2,4.25,39,1,Yes,No,No
33448,1,8,6.58,45,3,Yes,No,Yes
33449,1,3,5.77,48,2,Yes,No,No
33450,1,2,2.66,37,1,No,No,No
33451,2,5,6.05,43,3,Yes,No,Yes
33452,3,3,5.39,37,2,Yes,Yes,Yes
33453,3,8,4.06,41,2,Yes,Yes,No
33454,2,4,5.76,45,2,Yes,Yes,No
33455,1,3,6.7,43,2,Yes,No,No
33456,3,3,3.79,26,1,Yes,No,No
33457,2,4,4.51,48,1,No,No,No
33458,1,2,5.71,42,1,Yes,No,No
33459,3,3,1.65,31,2,No,No,No
33460,1,1,3.85,46,1,Yes,No,No
33461,1,7,4.27,35,1,No,No,No
33462,3,7,3.96,54,1,No,No,No
33463,6,6,4.05,48,2,No,No,No
33464,4,5,3.77,36,3,Yes,No,No
33465,5,1,6.52,40,1,No,No,No
33466,3,5,5.26,42,1,Yes,No,Yes
33467,3,3,3.03,43,1,No,No,Yes
33468,7,7,3.36,34,1,No,No,No
33469,2,7,4.99,55,2,Yes,Yes,No
33470,5,5,1.95,26,1,Yes,Yes,No
33471,2,1,5.97,55,2,Yes,No,Yes
33472,3,2,2.83,27,1,Yes,No,No
33473,1,1,6.73,38,1,Yes,No,No
33474,2,4,3.74,42,1,Yes,No,No
33475,2,6,6.55,53,3,Yes,Yes,No
33476,1,4,3.34,31,1,Yes,Yes,No
33477,1,1,4.17,47,2,No,No,No
33478,2,3,6.39,50,3,Yes,No,No
33479,1,4,3.95,32,3,No,No,Yes
33480,4,5,1.39,15,1,No,Yes,No
33481,5,6,3.91,27,2,Yes,No,Yes
33482,2,1,4.67,45,2,Yes,No,Yes
33483,1,2,3.55,44,1,No,No,No
33484,2,1,4.64,29,1,No,No,No
33485,6,8,1.98,16,1,No,No,No
33486,7,7,2.71,5,1,Yes,Yes,Yes
33487,2,2,4.83,42,2,Yes,No,No
33488,3,3,2.01,41,2,No,No,Yes
33489,1,2,5.43,42,2,Yes,Yes,No
33490,1,2,5.31,38,2,Yes,No,No
33491,3,1,4.72,38,1,Yes,No,Yes
33492,1,1,3.92,39,1,No,No,Yes
33493,2,5,5.51,39,1,No,Yes,No
33494,2,5,4.54,55,1,No,No,No
33495,2,4,3.66,54,1,Yes,No,Yes
33496,6,4,4.5,51,2,Yes,Yes,No
33497,3,5,6.33,55,3,Yes,No,No
33498,1,1,4.43,36,1,No,Yes,No
33499,2,6,5.26,50,1,Yes,No,Yes
33500,5,3,3.81,50,2,No,No,Yes
33501,2,3,6.59,60,1,Yes,No,Yes
33502,4,1,3.6,24,3,Yes,No,No
33503,3,1,2.64,37,2,No,No,No
33504,2,1,3.58,48,2,Yes,No,No
33505,2,2,3.41,40,3,Yes,No,Yes
33506,5,4,2.66,19,1,Yes,Yes,No
33507,7,1,3.11,34,2,Yes,No,No
33508,1,3,6.1,54,2,Yes,No,No
33509,1,8,4.92,39,2,Yes,No,Yes
33510,1,6,2.37,26,1,No,No,Yes
33511,5,3,3.25,24,1,Yes,No,No
33512,6,2,1.09,35,2,No,No,No
33513,3,2,4.29,30,3,No,No,No
33514,3,8,2.62,28,1,Yes,No,No
33515,7,8,3.26,35,2,No,No,Yes
33516,2,2,7.01,57,2,No,Yes,No
33517,3,5,3.59,27,1,Yes,No,No
33518,6,3,5.36,52,3,Yes,No,Yes
33519,4,5,2.71,32,2,Yes,No,No
33520,3,2,3.95,43,3,Yes,Yes,Yes
33521,7,2,3.22,23,2,No,No,Yes
33522,3,1,4.34,43,2,No,No,Yes
33523,1,5,5.64,49,2,Yes,No,No
33524,3,2,3.26,38,1,No,No,No
33525,7,3,0.67,22,2,Yes,No,Yes
33526,6,1,4.34,53,1,No,No,Yes
33527,5,8,2.82,44,1,Yes,No,No
33528,2,4,2.46,22,1,Yes,No,No
33529,3,2,3.0,47,2,Yes,Yes,No
33530,4,7,0.57,20,1,No,No,No
33531,5,3,4.15,44,2,Yes,No,No
33532,3,3,4.93,57,1,No,No,No
33533,7,2,3.69,40,2,Yes,No,No
33534,1,8,4.9,37,2,No,No,Yes
33535,1,1,6.0,50,1,Yes,No,No
33536,2,2,4.41,35,1,No,No,No
33537,7,1,4.59,47,1,No,No,Yes
33538,3,6,5.59,39,2,Yes,No,Yes
33539,3,7,3.45,28,1,Yes,No,Yes
33540,1,7,4.15,59,2,Yes,No,No
33541,4,8,4.24,27,2,No,No,Yes
33542,6,3,2.41,34,1,No,No,No
33543,3,8,2.15,30,1,No,No,No
33544,3,1,3.57,30,3,Yes,No,No
33545,5,1,1.86,31,2,Yes,No,No
33546,5,1,4.14,48,1,No,No,Yes
33547,1,6,4.97,45,1,Yes,No,Yes
33548,3,5,2.05,19,1,Yes,No,No
33549,6,2,4.96,41,1,No,No,Yes
33550,3,3,1.79,40,1,Yes,No,Yes
33551,1,4,3.72,41,1,Yes,No,Yes
33552,2,6,4.47,37,2,No,Yes,Yes
33553,1,2,2.64,22,1,Yes,No,No
33554,4,1,2.62,34,2,No,No,No
33555,2,2,6.01,50,2,No,Yes,Yes
33556,1,3,4.69,42,3,Yes,No,No
33557,3,3,2.41,23,3,Yes,No,Yes
33558,2,6,5.83,49,1,No,No,No
33559,5,1,3.37,37,1,Yes,No,Yes
33560,1,1,4.61,36,3,Yes,No,Yes
33561,1,8,4.87,49,1,No,No,No
33562,1,3,3.86,39,2,Yes,No,No
33563,3,2,5.12,51,3,No,No,No
33564,6,5,3.34,35,1,No,No,No
33565,2,2,3.14,30,1,Yes,No,No
33566,3,6,4.41,41,1,No,No,No
33567,3,4,1.82,10,1,Yes,No,No
33568,1,1,4.19,28,2,No,No,No
33569,5,4,4.83,58,2,Yes,Yes,Yes
33570,2,2,4.92,40,1,No,Yes,Yes
33571,1,1,4.98,37,1,No,No,No
33572,1,3,5.88,43,1,Yes,No,Yes
33573,2,5,5.26,28,1,Yes,No,No
33574,2,2,4.76,26,3,Yes,Yes,Yes
33575,2,4,4.01,39,1,No,No,No
33576,4,1,3.38,40,1,No,Yes,No
33577,5,8,0.74,12,1,No,Yes,No
33578,2,3,4.69,55,1,Yes,Yes,No
33579,2,3,5.06,43,1,Yes,Yes,Yes
33580,1,8,6.74,55,3,Yes,No,No
33581,3,1,0.47,31,2,No,No,No
33582,2,4,3.99,53,3,Yes,No,Yes
33583,2,1,4.75,40,1,No,No,No
33584,1,1,4.17,46,1,No,No,No
33585,5,1,5.88,49,2,Yes,Yes,Yes
33586,1,6,5.8,35,3,Yes,No,No
33587,3,4,3.21,28,2,Yes,No,No
33588,4,8,3.89,36,3,Yes,No,Yes
33589,7,4,3.04,43,1,No,No,No
33590,4,3,2.54,46,1,No,No,No
33591,1,4,1.07,27,1,Yes,No,Yes
33592,6,3,2.26,13,1,Yes,No,No
33593,6,2,4.72,27,2,Yes,No,No
33594,3,1,3.35,36,1,No,No,No
33595,4,1,0.57,17,1,No,No,No
33596,1,5,3.25,30,3,Yes,No,No
33597,3,2,0.4,19,1,Yes,No,No
33598,1,2,7.44,44,2,No,Yes,No
33599,3,3,4.69,51,2,Yes,Yes,Yes
33600,2,5,4.95,38,1,Yes,Yes,No
33601,6,4,2.73,28,3,No,No,Yes
33602,3,2,0.67,26,1,No,Yes,No
33603,7,5,2.55,39,1,No,Yes,No
33604,2,1,4.84,35,3,Yes,No,No
33605,4,3,2.05,32,1,Yes,Yes,No
33606,2,8,6.23,42,3,Yes,No,No
33607,4,5,2.27,29,2,No,No,Yes
33608,3,1,7.38,54,2,Yes,No,No
33609,3,4,3.82,51,3,Yes,No,No
33610,6,2,3.12,32,1,No,No,No
33611,2,3,5.81,47,3,No,No,No
33612,3,8,3.92,52,2,No,No,No
33613,3,8,5.62,55,1,No,Yes,No
33614,3,2,3.59,42,1,No,No,No
33615,7,4,2.12,28,3,No,No,Yes
33616,5,7,3.54,42,1,No,Yes,Yes
33617,3,3,3.97,44,2,Yes,Yes,No
33618,2,3,7.65,58,2,No,No,No
33619,2,1,6.68,47,3,No,No,No
33620,5,8,3.05,31,2,No,No,No
33621,7,1,2.29,29,1,Yes,Yes,Yes
33622,5,3,3.49,23,1,No,No,No
33623,1,2,3.65,24,2,Yes,Yes,No
33624,3,5,3.6,48,3,Yes,No,No
33625,3,8,1.71,25,1,No,No,Yes
33626,6,1,1.76,37,2,Yes,No,Yes
33627,1,5,1.87,24,2,Yes,No,Yes
33628,1,1,5.1,49,2,No,Yes,Yes
33629,2,2,4.8,33,1,Yes,No,Yes
33630,3,1,2.59,17,3,No,Yes,Yes
33631,4,5,5.59,52,3,Yes,No,Yes
33632,2,1,4.5,45,1,Yes,No,Yes
33633,3,3,5.34,49,1,Yes,No,No
33634,6,4,6.46,54,3,Yes,No,No
33635,3,6,6.1,39,1,No,No,No
33636,6,7,1.75,33,3,No,No,Yes
33637,1,5,2.26,34,2,No,No,Yes
33638,1,1,4.88,40,2,Yes,No,No
33639,4,2,2.46,33,1,No,No,Yes
33640,3,7,3.44,25,1,Yes,No,No
33641,1,6,5.25,52,1,Yes,No,No
33642,2,1,6.02,48,2,Yes,No,No
33643,1,4,3.04,40,3,No,No,No
33644,2,5,4.35,41,2,Yes,No,No
33645,1,2,3.82,39,1,Yes,No,No
33646,4,3,2.01,29,1,No,No,Yes
33647,2,5,4.64,41,2,Yes,Yes,Yes
33648,6,1,4.38,37,3,Yes,Yes,Yes
33649,3,2,5.37,47,1,Yes,Yes,Yes
33650,5,6,3.17,34,2,Yes,No,No
33651,5,1,1.49,25,2,No,Yes,Yes
33652,4,3,3.06,19,1,No,No,No
33653,5,7,2.46,43,2,Yes,No,No
33654,1,3,2.3,28,1,Yes,No,No
33655,2,2,5.42,45,3,Yes,No,No
33656,7,1,2.2,26,2,No,No,Yes
33657,7,1,1.47,26,1,No,No,Yes
33658,1,5,4.55,46,2,Yes,No,Yes
33659,5,5,4.0,42,1,Yes,Yes,No
33660,1,8,3.18,39,2,No,No,No
33661,3,5,2.32,28,3,Yes,No,No
33662,2,3,2.82,34,1,Yes,Yes,Yes
33663,5,6,4.74,52,1,No,No,No
33664,1,6,1.7,31,1,No,No,No
33665,5,6,4.84,47,2,Yes,No,No
33666,6,4,2.53,39,2,No,No,Yes
33667,3,2,2.47,10,1,Yes,No,No
33668,7,2,2.85,29,1,No,No,Yes
33669,3,2,3.13,40,3,Yes,No,No
33670,1,5,5.3,64,3,Yes,No,No
33671,3,4,3.72,31,1,No,No,Yes
33672,2,8,2.93,28,2,Yes,Yes,Yes
33673,1,8,4.88,39,1,Yes,Yes,No
33674,2,6,7.34,67,2,Yes,No,No
33675,3,3,4.44,31,1,No,Yes,Yes
33676,3,4,4.31,33,1,Yes,Yes,No
33677,6,3,2.92,54,2,Yes,No,Yes
33678,2,7,5.22,43,1,Yes,No,No
33679,1,3,6.72,57,2,Yes,No,No
33680,2,4,4.95,34,1,Yes,No,No
33681,4,6,3.93,23,1,No,No,No
33682,3,5,4.08,43,1,No,No,No
33683,2,4,9.1,60,3,Yes,Yes,No
33684,1,1,2.49,32,1,No,No,No
33685,2,2,5.98,52,1,Yes,No,No
33686,3,1,4.69,34,1,Yes,No,No
33687,2,6,5.62,57,3,Yes,No,No
33688,4,1,2.13,29,1,Yes,No,Yes
33689,3,5,1.32,21,2,Yes,No,No
33690,2,2,7.88,47,2,Yes,No,No
33691,3,3,6.27,55,1,Yes,Yes,Yes
33692,2,3,5.95,44,1,No,No,No
33693,1,5,3.0,19,1,No,No,No
33694,1,1,3.99,34,1,Yes,No,No
33695,3,6,4.48,33,3,Yes,No,No
33696,4,2,3.2,48,2,Yes,Yes,Yes
